Movies,Ratings,Actor 1,Actor 2,Actor 3,Genres,Synopsis 
Shôjo tsubaki: Chika gentô gekiga,7.1,Minako Naka,Norihiko Morishita,Keinosuke Okamoto,"Animation, Drama, Horror","A young man, who believes himself to be a vampire, goes to live with his elderly and hostile cousin in a small Pennsylvania town where he tries to redeem his blood-craving urges."
Whispers,6.5,Barbara Nedeljakova,Craig Rees,Keeley Hazell,"Drama, Horror, Thriller","Six years after the events in Raccoon City, Leon Kennedy, now a federal agent, is sent to a rural part of Spain to rescue the U.S. President's kidnapped daughter, Ashley Graham from a sinister cult."
Fear the Walking Dead: Passage,6.5,Mishel Prada,Michael Mosley,Craig Johnson,Horror,A little orphaned girl joins a freak-show circus troupe whose members rape and abuse her. She then finds a glimmer of hope in the enigmatic magician who joins the group.
Night of the Lepus,4.0,Stuart Whitman,Janet Leigh,Rory Calhoun,"Horror, Sci-Fi, Thriller",A young couple grieving the recent death of their daughter move to the countryside where they are haunted by their tragedy and a sinister darkness.
Lycan,4.8,Dania Ramirez,Jake Lockett,Rebekah Graf,"Horror, Thriller",A fearsome survivor agrees to help an injured woman in exchange for apocalyptic sanctuary.
Dread,5.7,Jackson Rathbone,Hanne Steen,Laura Donnelly,"Drama, Horror, Thriller",Giant mutant rabbits terrorize the south-west.
Gozu,7.0,Yûta Sone,Shô Aikawa,Kimika Yoshino,"Crime, Drama, Horror","When six college kids in a sleepy Southern town are assigned a group project to rediscover a moment in history, one of them sets in motion a horrific fate when he proposes they head into ..."
The Terrible Two,2.1,Donny Boaz,Cari Moskow,Reid Doyle,"Horror, Thriller",»
Bethany,4.6,Stefanie Estes,Zack Ward,Tom Green,Horror,"Three college students set out to document what other people dread the most. However, one of the three turns out to secretly be a sadistic psychopath who uses this knowledge to gruesomely torture the subjects."
Cyborg X,4.5,Eve Mauro,Danny Trejo,Rocky Myers,"Action, Horror, Sci-Fi","A yakuza enforcer is ordered to secretly drive his beloved colleague to be assassinated. But when the colleague unceremoniously disappears en route, the trip that follows is a twisted, surreal and horrifying experience."
Creepshow 3,3.0,James Glenn Dudelson,Stephanie Pettee,Roy Abramsohn,"Comedy, Fantasy, Horror",This horror/paranormal thriller follows the lives of Albert and Rose Poe over the course of 4 days that happens to include the one year anniversary of their 5 and 6 year old daughters ...
Brain Dead,6.0,Bill Pullman,Bill Paxton,Bud Cort,"Horror, Mystery, Sci-Fi",»
The Horror Show,4.9,David Blyth,Lance Henriksen,Brion James,Horror,Claire and her husband find themselves moving back into Claire's childhood home only to have the abusive and traumatic memories of her mother come back to haunt her. As her husband starts ...
Darkman II: The Return of Durant,5.1,Larry Drake,Arnold Vosloo,Kim Delaney,"Action, Crime, Horror",»
House on the Edge of the Park,5.9,David Hess,Annie Belle,Christian Borromeo,"Horror, Thriller","After X-Corp, a radical weapons manufacturer, is taken over by a Cyber Virus, a group of survivors must fight to save humanity from the army of Machines the Virus now controls."
Ginger Snaps 2: Unleashed,6.5,Emily Perkins,Brendan Fletcher,Katharine Isabelle,"Horror, Thriller",This second sequel to
Haunt,6.2,Bryan Woods,Katie Stevens,Shazi Raja,"Horror, Thriller","(1982) features five new tales of horror: ""Alice"", ""The Radio"", ""Call Girl"", ""The Professor's Wife"", and ""Haunted Dog""."
The Last Days,3.8,Àlex Pastor,Quim Gutiérrez,José Coronado,"Adventure, Horror, Sci-Fi","In a showdown of man versus machine, Martin plunges into a chaotic nightmare trying to save his mind from the megalomaniacal corporation."
Crocodile,5.2,Mark McLachlan,Caitlin Martin,Chris Solari,"Action, Adventure, Horror","Detective Lucas McCarthy finally apprehends ""Meat Cleaver Max"" and watches the electric chair execution from the audience. But killing Max Jenke only elevated him to another level of ..."
The Hive,4.5,Gabriel Basso,Sean Gunn,Kathryn Prescott,"Horror, Sci-Fi, Thriller",»
The Boogey Man,5.9,Suzanna Love,John Carradine,Ron James,Horror,"Darkman and Durant return and they hate each other as much as ever. This time, Durant has plans to take over the city's drug trade using high-tech weaponry. Darkman must step in and try to stop Durant once and for all."
Outpost,6.8,Ray Stevenson,Julian Wadham,Richard Brake,"Action, Horror, Sci-Fi","Two low-life punks invite themselves to a party at a posh villa and after being taunted by their snobbish hosts, hold everyone hostage and subject them to various forms of torture and mayhem."
Strait-Jacket,3.3,Joan Crawford,Diane Baker,Leif Erickson,"Drama, Horror, Thriller","Ginger's sister Brigitte, now a werewolf herself, must try to find a cure for her blood lust before the next full moon while hiding out in a rehab clinic from a relentless werewolf."
Ghost Shark,4.5,Robert Aberdeen,Jayme Bohn,Eliot Brasseaux,"Fantasy, Horror","On Halloween, a group of friends encounter an ""extreme"" haunted house that promises to feed on their darkest fears. The night turns deadly as they come to the horrifying realization that some nightmares are real."
Harbinger Down,5.9,Lance Henriksen,Camille Balsamo,Matt Winston,"Horror, Sci-Fi","2013. A mysterious epidemic spreads across the planet; humanity develops an irrational fear of open spaces which causes death within seconds. Soon, the entire global populace is trapped ..."
Two Thousand Maniacs!,5.2,Connie Mason,William Kerwin,Jeffrey Allen,Horror,»
Return of the Killer Tomatoes!,7.3,Anthony Starke,George Clooney,Karen M. Waldron,"Comedy, Horror, Sci-Fi","A group of friends including Brady Turner, Claire and Duncan McKay go out on a boat trip on a lake in Southern California, but their joyful weekend turns into horror, when a giant killer ..."
Theater of Blood,4.0,Vincent Price,Diana Rigg,Ian Hendry,"Comedy, Drama, Horror",»
AfterDeath,6.3,Robin Schmidt,Miranda Raison,Sam Keeley,"Horror, Mystery, Thriller",A young man suffering from amnesia must dig deep into the far reaches of his mind to remember who he is and save the love of his life before a virus that has infected him takes over.
Dance with the Devil,7.1,Rosie Perez,Javier Bardem,Harley Cross,"Action, Crime, Horror","Through the reflection in the mirror, a girl witnesses her mother's boyfriend's murder."
Poltergeist: The Legacy,8.6,Martin Cummins,Robbi Chong,Helen Shaver,"Horror, Sci-Fi","In war-torn Eastern Europe, a world-weary group of mercenaries discover a long-hidden secret in an abandoned WWII bunker."
The Evil Within 2,5.1,Yun M. Watanabe,Marqus Bobesich,Meg Saricks,"Action, Adventure, Drama","After a twenty-year stay at an asylum for a double murder, a mother returns to her estranged daughter where suspicions arise about her behavior."
Eli,8.0,Kelly Reilly,Max Martini,Lili Taylor,Horror,"When rednecks on a fishing trip kill a great white shark, its spirit comes back for revenge, and soon turns its sights on the town of Smallport."
The Witches of Breastwick,5.6,Joe Souza,Monique Parent,John Henry Richardson,Horror,"While studying the effects of global warming on a pod of whales, grad students on a crabbing vessel and it's crew uncovers a froze soviet space shuttle, and unintentionally releases a monstrous organism from it"
Saints Row IV,5.4,Troy Baker,Laura Bailey,Robin Atkin Downes,"Action, Comedy, Crime",Six people are lured into a small Deep South town for a Centennial celebration where the residents proceed to kill them one by one as revenge for the town's destruction during the Civil War.
The Kindred,6.9,Jeffrey Obrow,Rod Steiger,Kim Hunter,"Horror, Sci-Fi, Thriller",Crazy old Professor Gangreen has developed a way to make tomatoes look human for a second invasion.
Duke Nukem,8.3,Walton Goggins,Benedict Wong,Mae Whitman,"Action, Horror, Sci-Fi",Plot unknown. Feature film based on the video game 'Duke Nukem'
Prey,5.7,Angus Scrimm,Anders Hove,Irina Movila,"Action, Adventure, Horror","Morgan Yu is trapped abroad a space station filled with shape-shifting aliens with no memory of how he got there. Guided by a mysterious stranger and his former self, he must set the station's self-destruct before the aliens reach Earth."
Subspecies,4.6,Gerrit Graham,Michael Lerner,Fred McCarren,"Fantasy, Horror","The evil vampire villain Radu returns to his hometown Prejnar, after spending years in exile. He steals the precious blood stone which is said to be bleeding from all saints, from his ..."
Class Reunion,4.7,Ali Larter,Arjun Gupta,Max Rose,"Comedy, Horror",»
The Diabolical,8.3,Caitlin Glass,Akemi Kanda,Maxey Whitehead,"Horror, Sci-Fi","Lizzie Borden High's class of 1972 are going through the motions at their tenth-year reunion, until deranged alum Walter Baylor, driven insane by a sadistic senior-year prank, escapes from ..."
Baccano!,8.0,Andreas Apergis,Angela Magri,Brett Watson,"Animation, Action, Adventure",»
Outlast 2,7.3,George Sanders,Barbara Shelley,Michael Gwynn,"Horror, Mystery, Thriller","A single mother, and her children, are awoken nightly by an intense presence. She asks her scientist boyfriend to destroy the violent spirit, that paranormal experts are too frightened to take on."
A Nightmare on Elm Street,5.3,Karsten Kiilerich,Rasmus Hardiker,Amy Saville,"Fantasy, Horror, Thriller","A crazy fantasy caper involving alchemists, immortals, gangsters, outlaws and an elixir of immortality, spread over several decades."
Village of the Damned,6.5,Vincent Price,Robert Quarry,Valli Kemp,"Horror, Sci-Fi","Investigative Journalists Blake and his wife Lynn, travel to the Arizona Desert to pursue a lead on a popular suicide, but are soon ambushed by a mysterious and terrifying cult."
The Little Vampire 3D,4.5,Alan Smithee,William Hope,Leon Herbert,"Animation, Adventure, Comedy",A reboot of the 1984 film and the 2010 remake.
Dr. Phibes Rises Again,5.2,Devon Gummersall,Derek Richardson,Tina Illman,"Comedy, Horror","In the English village of Midwich, the blonde-haired, glowing-eyed children of uncertain paternity prove to have frightening powers."
Dark Floors,5.8,Jared Kusnitz,Greyson Chadwick,Chandler Darby,"Fantasy, Horror, Thriller","The story of Rudolph, a thirteen year old vampire, whose clan is threatened by a notorious vampire hunter. He meets Tony, a mortal of the same age, who is fascinated by old castles, ..."
Reeker,3.8,Nathan Phillips,Christopher Kirby,John Lloyd Fillingham,"Horror, Mystery, Thriller",»
Dance of the Dead,6.8,Kyle Dealman,Casey Eganey,Dan Friedman,"Comedy, Horror","The vengeful doctor rises again, seeking the Scrolls of Life in an attempt to resurrect his deceased wife."
Blood Vessel,6.3,Peter Cushing,Martita Hunt,Yvonne Monlaur,Horror,A man emerges with his autistic daughter and three others from a hospital elevator to find themselves trapped in the building with devilish monsters.
August Underground,2.9,Kelly Curtis,Herbert Lom,Mariangela Giordano,Horror,Strangers trapped at an eerie travel oasis in the desert must unravel the mystery behind their visions of dying people while they are preyed upon by a decaying creature.
The Brides of Dracula,6.0,Andrea Marie,Rosanna Nelson,Jenny Jannetty,Horror,"On the night of the big High-School Prom, the dead rise to eat the living, and the only people who can stop them are the losers who couldn't get dates to the dance."
The Sect,4.1,Shelby Fenner,Shawn Ashmore,Tony Denman,Horror,"Somewhere in the North Atlantic, late 1945. A lift raft adrift at sea, and in it, the survivors of a torpedoed hospital ship: With no food, water, or shelter, all seems lost - until an ..."
Milfs vs. Zombies,5.7,Alexandra Lydon,Todd Stashwick,Audrey Marie Anderson,"Comedy, Horror",»
Wolf Girl,6.0,Hugo Stiglitz,Laura Trotter,Maria Rosaria Omaggio,"Drama, Fantasy, Horror",Two serial killers go on a murdering rampage as one films the outcome from behind a video camera.
Mockingbird,5.2,Joshua Louis,Diana D. Ambrosio,Ryan App,"Horror, Thriller","Vampire hunter Van Helsing returns to Transylvania to destroy handsome bloodsucker Baron Meinster, who has designs on beautiful young schoolteacher Marianne."
Nightmare City,7.0,Michael St. Michaels,Thaddeus Golas,Douglass Bell,"Horror, Sci-Fi, Thriller","A lonely kindergarten teacher discovers a secret well in the basement of her house, and soon finds herself being followed by a murderous Satanic cult."
Devil's Tree: Rooted Evil,5.9,Vincent Price,Mark Damon,Myrna Fahey,"Horror, Thriller",A group of moms celebrating ladies' night are forced to fight for their lives when their quiet town is overrun by a hungry horde of flesh-eating corpses.
The Video Dead,4.6,Robert Davi,Claudia Christian,Michael Lerner,"Comedy, Horror","Tara Talbot is afflicted with the rare genetic condition hypertrichosis-- she is covered head to toe in hair. She lives her life in Harley Dune's Travelling Freak Show, on display as the '..."
House of Usher,4.5,Alexandra Socha,Alex Hurt,Phil Burke,"Drama, Horror",»
Maniac Cop 2,4.4,Sharon Stone,Ed Helms,Jessica Williams,"Crime, Horror, Action",A couple are given a camera and a set of instructions which they must follow or else someone will die.
